Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
30/04/2025;0,0467;DIVIDENDO;13/05/2025							  ;1;RAPT4
19/12/2024;0,2094;JRS CAP PROPRIO;24/01/2025							  ;1;RAPT4
22/07/2024;0,1543;JRS CAP PROPRIO;15/08/2024							  ;1;RAPT4
20/12/2023;0,3594;JRS CAP PROPRIO;24/01/2024							  ;1;RAPT4
21/07/2023;0,2224;JRS CAP PROPRIO;15/08/2023							  ;1;RAPT4
22/12/2022;0,2893;JRS CAP PROPRIO;20/01/2023							  ;1;RAPT4
20/07/2022;0,2137;JRS CAP PROPRIO;25/08/2022							  ;1;RAPT4
19/04/2022;0,3570;DIVIDENDO;29/04/2022							  ;1;RAPT4
22/12/2021;0,1541;JRS CAP PROPRIO;20/01/2022							  ;1;RAPT4
23/07/2021;0,1332;JRS CAP PROPRIO;19/08/2021							  ;1;RAPT4
19/04/2021;0,3656;DIVIDENDO;30/04/2021							  ;1;RAPT4
18/12/2020;0,1503;JRS CAP PROPRIO;20/01/2021							  ;1;RAPT4
17/08/2020;0,0916;JRS CAP PROPRIO;26/08/2020							  ;1;RAPT4
18/12/2019;0,1691;JRS CAP PROPRIO;23/01/2020							  ;1;RAPT4
26/07/2019;0,1018;JRS CAP PROPRIO;09/08/2019							  ;1;RAPT4
06/05/2019;0,0880;DIVIDENDO;15/05/2019							  ;1;RAPT4
15/08/2018;0,0560;DIVIDENDO;27/08/2018							  ;1;RAPT4
03/05/2018;0,0460;DIVIDENDO;15/05/2018							  ;1;RAPT4
13/07/2017;0,0438;DIVIDENDO;-							  ;1;RAPT4
15/04/2015;0,0403;Dividendo;-							  ;1;RAPT4
05/12/2014;0,0830;JRS CAP PROPRIO;-							  ;1;RAPT4
23/06/2014;0,0999;JRS CAP PROPRIO;-							  ;1;RAPT4
14/04/2014;0,0859;DIVIDENDO;-							  ;1;RAPT4
13/12/2013;0,1058;JRS CAP PRÓPRIO;-							  ;1;RAPT4
21/06/2013;0,1282;JRS CAP PRÓPRIO;-							  ;1;RAPT4
05/04/2013;0,0035;DIVIDENDO;-							  ;1;RAPT4
20/06/2012;0,0622;JRS CAP PRÓPRIO;-							  ;1;RAPT4
29/03/2012;0,1577;DIVIDENDO;-							  ;1;RAPT4
05/12/2011;0,1320;JRS CAP PRÓPRIO;-							  ;1;RAPT4
13/06/2011;0,1282;JRS CAP PRÓPRIO;-							  ;1;RAPT4
18/04/2011;0,1081;DIVIDENDO;-							  ;1;RAPT4
10/12/2010;0,1106;JRS CAP PRÓPRIO;-							  ;1;RAPT4
14/06/2010;0,1074;JRS CAP PRÓPRIO;-							  ;1;RAPT4
08/04/2010;0,0753;DIVIDENDO;-							  ;1;RAPT4
04/12/2009;0,1000;JRS CAP PRÓPRIO;-							  ;1;RAPT4
18/06/2009;0,1000;JRS CAP PRÓPRIO;-							  ;1;RAPT4
08/04/2009;0,2142;DIVIDENDO;-							  ;1;RAPT4
26/11/2008;0,1217;JRS CAP PRÓPRIO;-							  ;1;RAPT4
17/06/2008;0,1180;JRS CAP PRÓPRIO;-							  ;1;RAPT4
17/04/2008;0,0907;DIVIDENDO;-							  ;1;RAPT4
03/12/2007;0,1505;JRS CAP PRÓPRIO;-							  ;1;RAPT4
18/06/2007;0,1038;JRS CAP PRÓPRIO;-							  ;1;RAPT4
13/04/2007;0,0737;DIVIDENDO;-							  ;1;RAPT4
05/12/2006;0,0966;JRS CAP PRÓPRIO;-							  ;1;RAPT4
09/06/2006;0,0942;JRS CAP PRÓPRIO;-							  ;1;RAPT4
20/04/2006;0,0852;DIVIDENDO;-							  ;1;RAPT4
05/12/2005;0,0844;JRS CAP PRÓPRIO;-							  ;1;RAPT4
30/06/2005;0,0805;JRS CAP PRÓPRIO;-							  ;1;RAPT4
29/04/2005;0,1456;DIVIDENDO;-							  ;1;RAPT4
08/12/2004;0,0640;JRS CAP PRÓPRIO;-							  ;1;RAPT4
25/06/2004;0,0445;JRS CAP PRÓPRIO;-							  ;1;RAPT4
30/04/2004;0,1328;DIVIDENDO;-							  ;1000;RAPT4
23/04/2003;0,0260;DIVIDENDO;-							  ;1000;RAPT4
13/12/2002;0,0415;JRS CAP PRÓPRIO;-							  ;1000;RAPT4
08/08/2001;0,0187;DIVIDENDO;-							  ;1000;RAPT4
16/04/2001;0,0135;DIVIDENDO;-							  ;1000;RAPT4
30/04/1999;0,0098;DIVIDENDO;-							  ;1000;RAPT4
28/04/1998;0,0310;DIVIDENDO;-							  ;1000;RAPT4
15/04/1996;0,0066;DIVIDENDO;-							  ;1000;RAPT4
;;;;;RAPT4
2025;0,047;;;;RAPT4
2024;0,364;;;;RAPT4
2023;0,582;;;;RAPT4
2022;0,860;;;;RAPT4
2021;0,653;;;;RAPT4
2020;0,242;;;;RAPT4
2019;0,359;;;;RAPT4
2018;0,102;;;;RAPT4
2017;0,044;;;;RAPT4
2015;0,040;;;;RAPT4
2014;0,269;;;;RAPT4
2013;0,237;;;;RAPT4
2012;0,220;;;;RAPT4
2011;0,368;;;;RAPT4
2010;0,293;;;;RAPT4
