;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;12/12/2025;0,3668;JRS CAP PROPRIO;22/12/2025							  ;1;BRSR6
1;12/09/2025;0,2690;JRS CAP PROPRIO;29/09/2025							  ;1;BRSR6
2;12/06/2025;0,2201;JRS CAP PROPRIO;26/06/2025							  ;1;BRSR6
3;05/05/2025;0,0870;DIVIDENDO;16/05/2025							  ;1;BRSR6
4;14/03/2025;0,2201;JRS CAP PROPRIO;26/03/2025							  ;1;BRSR6
5;18/12/2024;0,2005;JRS CAP PROPRIO;30/12/2024							  ;1;BRSR6
6;29/11/2024;0,2445;JRS CAP PROPRIO;11/12/2024							  ;1;BRSR6
7;12/09/2024;0,1223;JRS CAP PROPRIO;27/09/2024							  ;1;BRSR6
8;14/06/2024;0,1223;JRS CAP PROPRIO;27/06/2024							  ;1;BRSR6
9;30/04/2024;0,1831;DIVIDENDO;17/05/2024							  ;1;BRSR6
10;15/03/2024;0,1223;JRS CAP PROPRIO;27/03/2024							  ;1;BRSR6
11;13/09/2023;0,1716;JRS CAP PROPRIO;29/09/2023							  ;1;BRSR6
12;14/06/2023;0,3426;JRS CAP PROPRIO;29/06/2023							  ;1;BRSR6
13;03/05/2023;0,0363;DIVIDENDO;19/05/2023							  ;1;BRSR6
14;15/03/2023;0,3668;JRS CAP PROPRIO;30/03/2023							  ;1;BRSR6
15;14/12/2022;0,0244;JRS CAP PROPRIO;28/12/2022							  ;1;BRSR6
16;12/09/2022;0,1100;JRS CAP PROPRIO;28/09/2022							  ;1;BRSR6
17;10/06/2022;0,3765;JRS CAP PROPRIO;28/06/2022							  ;1;BRSR6
18;02/05/2022;0,0366;DIVIDENDO;19/05/2022							  ;1;BRSR6
19;16/03/2022;0,3339;JRS CAP PROPRIO;29/03/2022							  ;1;BRSR6
20;15/12/2021;0,1711;JRS CAP PROPRIO;28/12/2021							  ;1;BRSR6
21;03/09/2021;0,2570;JRS CAP PROPRIO;28/09/2021							  ;1;BRSR6
22;02/06/2021;0,2423;JRS CAP PROPRIO;28/06/2021							  ;1;BRSR6
23;30/04/2021;0,0560;DIVIDENDO;28/05/2021							  ;1;BRSR6
24;05/03/2021;0,2275;JRS CAP PROPRIO;18/03/2021							  ;1;BRSR6
25;30/12/2020;0,0782;JRS CAP PROPRIO;20/01/2021							  ;1;BRSR6
26;29/12/2020;0,0489;JRS CAP PROPRIO;20/01/2021							  ;1;BRSR6
27;10/12/2020;0,1027;JRS CAP PROPRIO;28/12/2020							  ;1;BRSR6
28;09/06/2020;0,1802;DIVIDENDO;22/06/2020							  ;1;BRSR6
29;10/03/2020;0,2469;JRS CAP PROPRIO;30/03/2020							  ;1;BRSR6
30;11/11/2019;0,2610;JRS CAP PROPRIO;09/12/2019							  ;1;BRSR6
31;12/08/2019;0,2738;JRS CAP PROPRIO;27/09/2019							  ;1;BRSR6
32;05/06/2019;0,0783;DIVIDENDO;19/06/2019							  ;1;BRSR6
33;16/05/2019;0,2848;JRS CAP PROPRIO;24/06/2019							  ;1;BRSR6
34;30/04/2019;0,0338;DIVIDENDO;30/05/2019							  ;1;BRSR6
35;07/03/2019;0,3122;JRS CAP PROPRIO;28/03/2019							  ;1;BRSR6
36;26/12/2018;0,1100;JRS CAP PROPRIO;15/01/2019							  ;1;BRSR6
37;06/12/2018;0,0733;JRS CAP PROPRIO;26/12/2018							  ;1;BRSR6
38;23/11/2018;0,8638;REST CAP DIN;30/11/2018							  ;1;BRSR6
39;29/10/2018;0,1711;JRS CAP PROPRIO;14/11/2018							  ;1;BRSR6
40;15/08/2018;0,2159;JRS CAP PROPRIO;27/09/2018							  ;1;BRSR6
41;14/05/2018;0,2159;JRS CAP PROPRIO;29/06/2018							  ;1;BRSR6
42;03/05/2018;0,0494;DIVIDENDO;30/05/2018							  ;1;BRSR6
43;26/02/2018;0,2066;JRS CAP PROPRIO;28/03/2018							  ;1;BRSR6
44;04/01/2018;0,3035;JRS CAP PROPRIO;20/02/2018							  ;1;BRSR6
45;13/11/2017;0,0733;JRS CAP PROPRIO;-							  ;1;BRSR6
46;14/08/2017;0,2030;JRS CAP PROPRIO;-							  ;1;BRSR6
47;15/05/2017;0,1998;JRS CAP PROPRIO;-							  ;1;BRSR6
48;04/05/2017;0,0408;DIVIDENDO;-							  ;1;BRSR6
49;13/03/2017;0,1982;JRS CAP PROPRIO;-							  ;1;BRSR6
50;14/12/2016;0,0416;JRS CAP PROPRIO;-							  ;1;BRSR6
51;06/09/2016;0,1909;JRS CAP PROPRIO;-							  ;1;BRSR6
52;13/06/2016;0,1878;JUROS;-							  ;1;BRSR6
53;10/03/2016;0,1863;JUROS;-							  ;1;BRSR6
54;03/12/2015;0,2480;JUROS;-							  ;1;BRSR6
55;09/09/2015;0,2287;JUROS;-							  ;1;BRSR6
56;02/06/2015;0,2064;Juros;-							  ;1;BRSR6
57;30/04/2015;0,0323;Dividendo;-							  ;1;BRSR6
58;04/03/2015;0,1883;Juros;-							  ;1;BRSR6
59;25/11/2014;0,1669;JRS CAP PROPRIO;-							  ;1;BRSR6
60;03/09/2014;0,1656;JRS CAP PROPRIO;-							  ;1;BRSR6
61;04/06/2014;0,1630;JRS CAP PROPRIO;-							  ;1;BRSR6
62;30/04/2014;0,1696;DIVIDENDO;-							  ;1;BRSR6
63;25/02/2014;0,1617;JRS CAP PRÓPRIO;-							  ;1;BRSR6
64;22/11/2013;0,1521;JRS CAP PRÓPRIO;-							  ;1;BRSR6
65;03/09/2013;0,1509;JRS CAP PRÓPRIO;-							  ;1;BRSR6
66;04/06/2013;0,1485;JRS CAP PRÓPRIO;-							  ;1;BRSR6
67;30/04/2013;0,0808;DIVIDENDO;-							  ;1;BRSR6
68;04/03/2013;0,1473;JRS CAP PRÓPRIO;-							  ;1;BRSR6
69;18/12/2012;0,0977;DIVIDENDO;-							  ;1;BRSR6
70;26/11/2012;0,1518;JRS CAP PRÓPRIO;-							  ;1;BRSR6
71;03/09/2012;0,1487;JRS CAP PRÓPRIO;-							  ;1;BRSR6
72;04/06/2012;0,1605;JRS CAP PRÓPRIO;-							  ;1;BRSR6
73;30/04/2012;0,1629;DIVIDENDO;-							  ;1;BRSR6
74;02/03/2012;0,1584;JRS CAP PRÓPRIO;-							  ;1;BRSR6
75;14/12/2011;0,1466;DIVIDENDO;-							  ;1;BRSR6
76;22/11/2011;0,1443;JRS CAP PRÓPRIO;-							  ;1;BRSR6
77;01/09/2011;0,1425;JRS CAP PRÓPRIO;-							  ;1;BRSR6
78;20/05/2011;0,1407;JRS CAP PRÓPRIO;-							  ;1;BRSR6
79;29/04/2011;0,0570;DIVIDENDO;-							  ;1;BRSR6
80;04/03/2011;0,1388;JRS CAP PRÓPRIO;-							  ;1;BRSR6
81;15/12/2010;0,1588;DIVIDENDO;-							  ;1;BRSR6
82;01/12/2010;0,1277;JRS CAP PRÓPRIO;-							  ;1;BRSR6
83;01/09/2010;0,1261;JRS CAP PRÓPRIO;-							  ;1;BRSR6
84;04/06/2010;0,1244;JRS CAP PRÓPRIO;-							  ;1;BRSR6
85;30/04/2010;0,0645;DIVIDENDO;-							  ;1;BRSR6
86;05/03/2010;0,1227;JRS CAP PRÓPRIO;-							  ;1;BRSR6
87;01/12/2009;0,1155;JRS CAP PRÓPRIO;-							  ;1;BRSR6
88;01/09/2009;0,1140;JRS CAP PRÓPRIO;-							  ;1;BRSR6
89;05/06/2009;0,1174;JRS CAP PRÓPRIO;-							  ;1;BRSR6
90;31/03/2009;0,0941;DIVIDENDO;-							  ;1;BRSR6
91;11/03/2009;0,1152;JRS CAP PRÓPRIO;-							  ;1;BRSR6
92;12/12/2008;0,1038;JRS CAP PRÓPRIO;-							  ;1;BRSR6
93;09/09/2008;0,1025;JRS CAP PRÓPRIO;-							  ;1;BRSR6
94;09/06/2008;0,1012;JRS CAP PRÓPRIO;-							  ;1;BRSR6
95;07/05/2008;0,1045;JRS CAP PRÓPRIO;-							  ;1;BRSR6
96;25/03/2008;0,3236;DIVIDENDO;-							  ;1;BRSR6
97;14/12/2007;0,1747;DIVIDENDO;-							  ;1;BRSR6
98;;;;;;BRSR6
99;2025;1,163;;;;BRSR6
100;2024;0,995;;;;BRSR6
101;2023;0,917;;;;BRSR6
102;2022;0,881;;;;BRSR6
103;2021;0,954;;;;BRSR6
104;2020;0,657;;;;BRSR6
105;2019;1,244;;;;BRSR6
106;2018;2,210;;;;BRSR6
107;2017;0,715;;;;BRSR6
108;2016;0,607;;;;BRSR6
109;2015;0,904;;;;BRSR6
110;2014;0,827;;;;BRSR6
111;2013;0,680;;;;BRSR6
112;2012;0,880;;;;BRSR6
113;2011;0,770;;;;BRSR6
114;2010;0,724;;;;BRSR6
