;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2006;0.00%;0.00%;0.00%;-2.78%;-14.29%;-7.67%;2.17%;14.84%;3.26%;4.59%;-3.08%;-0.06%;-5.56%
2007;13.53%;-0.52%;-3.65%;2.70%;-1.05%;18.72%;-1.57%;-8.97%;-2.00%;-6.17%;-0.65%;-12.42%;-5.88%
2008;4.81%;3.94%;-5.75%;2.76%;6.27%;-7.30%;3.94%;-4.08%;-9.42%;-27.65%;-7.24%;0.00%;-37.01%
2009;-2.30%;10.54%;-4.71%;19.61%;18.85%;3.10%;6.34%;-3.17%;12.72%;3.20%;-2.33%;9.37%;92.97%
2010;1.92%;-7.09%;-4.48%;-0.83%;-9.91%;-0.67%;4.16%;13.57%;3.49%;7.13%;2.34%;3.46%;11.45%
2011;2.81%;-5.86%;0.41%;9.48%;2.33%;4.80%;-9.33%;-1.60%;3.51%;6.52%;2.96%;5.31%;21.72%
2012;-1.33%;18.55%;7.69%;12.77%;-7.09%;8.50%;6.67%;10.13%;8.43%;0.74%;2.78%;16.67%;120.31%
2013;-6.23%;-1.77%;-6.47%;-3.85%;-1.81%;-10.58%;5.88%;-14.83%;1.57%;16.61%;5.90%;-12.02%;-27.62%
2014;-5.94%;-1.99%;18.64%;-0.61%;3.81%;6.95%;-2.53%;1.75%;1.19%;4.71%;0.43%;6.66%;35.86%
2015;-7.56%;5.12%;8.27%;5.69%;2.22%;1.32%;3.15%;-5.57%;-2.53%;-4.31%;-1.11%;-0.66%;2.78%
2016;-6.16%;-1.53%;-23.50%;16.51%;-17.13%;-4.51%;6.76%;-2.49%;7.26%;-1.90%;-14.44%;-2.88%;-40.69%
2017;-2.68%;7.63%;-12.40%;-0.66%;-18.45%;-10.35%;13.91%;18.49%;1.85%;-10.02%;-6.92%;10.03%;-15.58%
2018;10.03%;-2.89%;-8.13%;1.36%;-0.66%;-8.64%;9.27%;-18.73%;-13.13%;21.14%;12.01%;8.87%;2.92%
2019;16.06%;-5.74%;-2.08%;-7.94%;-16.28%;4.17%;-1.74%;-24.13%;19.76%;-3.91%;5.57%;26.72%;-1.31%
2020;3.47%;-17.51%;-36.92%;-3.67%;21.84%;-1.01%;2.04%;-7.08%;-15.74%;-15.31%;32.33%;-2.80%;-45.56%
2021;-6.86%;-11.85%;19.50%;5.84%;2.50%;11.79%;-19.55%;2.60%;-8.81%;-13.77%;15.69%;4.12%;-6.96%
2022;16.89%;4.74%;-4.33%;-7.30%;12.21%;-7.72%;12.97%;0.47%;-6.99%;10.15%;-16.96%;2.00%;10.74%
2023;4.49%;-3.86%;7.25%;9.36%;35.80%;3.97%;4.95%;7.52%;0.00%;0.00%;0.00%;0.00%;87.71%
