;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2013;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;86.74%;0.00%;0.00%;0.00%;86.74%
2014;0.00%;5.42%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;5.42%
2015;0.00%;0.00%;0.00%;0.00%;0.00%;-0.05%;5.05%;0.00%;0.00%;0.00%;0.00%;0.00%;5.00%
2016;-9.52%;0.00%;0.00%;0.00%;0.18%;0.00%;-26.32%;0.00%;0.00%;3.57%;0.00%;-25.32%;-48.34%
2017;0.00%;0.00%;-82.82%;18.28%;3.64%;22.81%;-3.21%;5.90%;11.50%;-10.62%;-10.84%;-7.45%;-78.21%
2018;0.42%;-30.38%;-40.61%;-4.08%;-25.53%;-5.71%;42.42%;6.38%;-9.00%;9.89%;-32.40%;9.76%;-68.56%
2019;-3.10%;-9.46%;73.58%;-5.75%;3.29%;-30.55%;-7.07%;-1.27%;2.71%;-43.47%;-4.91%;32.82%;-30.73%
2020;-4.67%;-2.04%;-18.96%;-31.11%;-8.21%;38.21%;-3.53%;-0.61%;-11.66%;33.68%;52.21%;-14.68%;-2.72%
2021;-14.20%;-7.23%;13.82%;-3.97%;9.66%;-6.71%;-10.11%;-4.75%;-19.95%;-7.54%;-14.89%;2.92%;-50.60%
2022;-2.83%;-17.92%;0.51%;-13.13%;5.81%;-2.20%;48.88%;-24.53%;20.00%;5.00%;-21.83%;3.05%;-17.81%
2023;10.84%;-8.00%;-18.84%;-3.57%;-8.64%;12.16%;-7.83%;-11.11%;-11.03%;-16.53%;9.90%;11.71%;-38.92%
2024;7.26%;-1.50%;-9.92%;-9.32%;-7.48%;-8.08%;-4.40%;17.24%;8.82%;-5.41%;-5.71%;-5.05%;-24.19%
2025;2.13%;-12.50%;15.48%;-13.40%;1.19%;-50.00%;40.00%;-10.92%;0.00%;0.00%;0.00%;0.00%;-43.62%
