;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-5.00%;0.00%;0.00%;16.84%;11.00%
2003;0.00%;-2.70%;-17.59%;3.37%;31.52%;19.83%;0.00%;17.24%;47.06%;2.00%;5.88%;3.70%;152.25%
2004;25.00%;34.29%;-6.38%;13.64%;4.00%;9.62%;26.32%;18.06%;10.59%;-7.45%;19.54%;1.92%;278.57%
2005;-7.55%;2.04%;-5.50%;-5.40%;-23.94%;12.35%;-1.96%;12.15%;6.55%;-1.68%;-5.68%;14.46%;-10.38%
2006;7.47%;-2.25%;-8.82%;7.58%;-21.35%;16.88%;-31.33%;15.05%;-1.83%;-9.03%;17.32%;-12.21%;-31.16%
2007;-4.43%;0.80%;4.76%;-11.21%;-26.62%;-5.12%;0.00%;-76.47%;3.12%;-59.60%;-15.00%;0.00%;-94.80%
2008;11.76%;-2.63%;-2.70%;5.56%;5.26%;0.00%;-2.50%;-17.95%;-28.12%;-26.09%;-11.76%;-0.00%;-55.88%
2009;0.00%;0.00%;-6.67%;14.29%;6.25%;-5.88%;-6.25%;6.67%;87.50%;10.00%;15.15%;-5.26%;140.00%
2010;55.56%;14.29%;-17.19%;-15.09%;-26.67%;3.03%;2.94%;2.86%;0.00%;2.78%;-5.41%;0.00%;-2.78%
2011;-2.86%;-2.94%;-3.03%;-15.62%;-11.11%;8.33%;3.85%;-3.70%;-3.85%;4.00%;-7.69%;-4.17%;-34.29%
2012;0.00%;13.04%;7.69%;-14.29%;-4.17%;0.00%;4.35%;-8.17%;-20.15%;14.89%;-3.07%;24.49%;6.09%
2013;0.16%;20.70%;-5.42%;7.56%;22.70%;5.00%;-4.76%;25.00%;7.91%;14.74%;51.18%;-2.66%;243.73%
2014;-9.78%;-1.35%;1.12%;-0.29%;15.43%;-2.15%;18.41%;-4.22%;0.86%;0.27%;-0.24%;8.43%;25.76%
2015;-24.47%;-18.00%;-10.91%;22.76%;-16.65%;-1.03%;-11.04%;-25.74%;18.06%;8.87%;-24.43%;-6.14%;-66.36%
2016;-25.93%;1.33%;22.53%;6.99%;5.43%;15.04%;16.15%;-4.71%;-5.22%;-6.41%;-13.53%;10.43%;11.89%
2017;9.67%;4.56%;16.28%;4.50%;-6.06%;0.25%;0.30%;-3.97%;-0.22%;-1.63%;-18.23%;6.96%;8.50%
2018;-15.57%;-20.44%;-7.62%;-1.40%;-20.75%;6.23%;3.48%;-7.78%;-6.25%;31.11%;26.69%;-0.20%;-23.60%
2019;0.54%;15.00%;0.29%;6.98%;1.58%;3.53%;6.66%;2.03%;2.37%;-1.25%;3.52%;34.48%;99.80%
2020;1.53%;-3.38%;-15.89%;12.14%;11.19%;24.83%;16.69%;2.81%;-10.97%;-2.06%;-0.23%;-2.01%;31.35%
2021;-2.21%;22.44%;-3.45%;15.74%;6.66%;6.14%;-2.64%;-12.00%;-5.91%;-2.78%;-11.60%;25.33%;31.53%
2022;-0.61%;31.77%;9.86%;5.45%;7.51%;-28.70%;39.71%;5.23%;1.33%;20.97%;-17.01%;-2.89%;68.89%
2023;14.90%;-14.48%;-5.71%;-18.67%;13.59%;15.51%;-0.74%;22.82%;3.21%;-8.64%;6.01%;-1.53%;18.64%
2024;-13.27%;2.11%;9.19%;-5.85%;1.44%;-2.74%;12.43%;6.38%;-10.83%;1.91%;-1.48%;-5.39%;-9.00%
2025;10.74%;-24.05%;-2.04%;1.73%;8.27%;0.25%;-13.76%;15.00%;0.00%;0.00%;0.00%;0.00%;-9.79%
