;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2005;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;16.28%;42.00%;26.76%;5.56%;120.93%
2006;10.53%;-7.86%;-6.98%;10.83%;23.69%;-1.22%;7.69%;-6.00%;-0.91%;-7.98%;11.67%;-4.48%;26.32%
2007;-5.94%;-1.33%;1.01%;-0.00%;6.67%;-0.62%;13.21%;0.00%;1.11%;-0.00%;-4.13%;-1.15%;7.80%
2008;7.26%;-2.70%;-16.67%;-15.10%;19.00%;-10.89%;3.75%;-1.84%;-18.52%;-27.28%;7.85%;15.94%;-40.92%
2009;14.75%;4.55%;-4.17%;-145.19%;0.47%;1.98%;22.22%;19.70%;10.13%;-4.02%;15.45%;11.49%;-205.97%
2010;7.89%;-0.28%;7.54%;-14.31%;12.21%;10.86%;1.02%;8.72%;0.31%;-1.54%;1.56%;-1.54%;33.78%
2011;-8.75%;-3.08%;-12.97%;7.59%;-9.43%;5.00%;-8.31%;-2.78%;-9.52%;7.16%;-2.01%;7.77%;-28.13%
2012;6.51%;2.62%;0.00%;22.84%;-1.89%;-15.06%;-4.44%;-6.98%;-0.05%;25.06%;0.80%;-0.79%;24.32%
2013;7.92%;-2.56%;0.38%;18.02%;-7.74%;-7.77%;-18.63%;8.99%;-0.25%;-9.52%;66.20%;-8.67%;28.81%
2014;9.49%;-1.67%;-38.98%;11.11%;9.55%;19.07%;-2.34%;0.00%;-10.00%;0.00%;0.00%;5.34%;-11.84%
2015;0.00%;0.00%;-33.33%;-10.33%;5.82%;-53.07%;-22.31%;-40.59%;28.33%;-32.47%;-67.31%;-29.41%;-97.26%
2016;8.33%;-23.08%;40.00%;-6.79%;-13.10%;-43.30%;52.41%;19.08%;-9.60%;3.41%;-19.71%;7.31%;-21.67%
2017;-3.51%;-1.32%;-27.15%;-13.96%;-23.17%;-3.71%;38.55%;2.09%;-11.24%;-3.65%;-14.94%;-13.82%;-60.85%
2018;7.07%;15.23%;-1.76%;-10.09%;-73.07%;-45.37%;169.49%;-0.63%;-42.41%;30.77%;-11.76%;-20.00%;-77.17%
2019;17.86%;-3.03%;4.17%;-10.00%;-24.44%;-29.41%;54.17%;-47.52%;-3.78%;-8.39%;-10.91%;-2.84%;-64.72%
2020;-4.27%;-10.11%;-29.41%;10.37%;-16.11%;3.40%;-13.35%;1.56%;-15.16%;1.30%;-7.93%;-36.11%;-74.13%
2021;30.87%;9.97%;49.55%;11.11%;64.73%;-15.01%;-11.69%;-11.76%;-18.67%;-9.84%;-19.77%;-26.35%;13.04%
2022;9.62%;-11.23%;11.86%;-28.98%;-2.99%;-47.18%;18.45%;19.67%;-7.53%;2.22%;-14.49%;8.47%;-50.77%
2023;-6.25%;-13.33%;29.81%;-29.63%;-2.11%;131.18%;3.72%;-14.80%;31.58%;30.40%;0.61%;37.20%;251.56%
2024;-31.78%;-2.28%;-28.00%;-9.26%;21.43%;-19.75%;-1.57%;-26.60%;18.12%;-16.56%;-5.15%;-5.43%;-72.89%
2025;-7.38%;1.77%;9.57%;0.00%;0.00%;-5.56%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-2.46%
