;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2011;0.00%;14.78%;0.88%;4.99%;1.46%;0.21%;-1.44%;-1.04%;-6.20%;2.11%;3.26%;2.39%;22.09%
2012;-0.46%;13.23%;6.84%;6.67%;-4.92%;1.03%;-2.08%;5.26%;6.95%;5.26%;-10.29%;5.74%;35.82%
2013;-5.27%;-6.71%;-2.28%;1.85%;1.18%;-13.87%;-5.53%;-13.54%;9.13%;3.45%;-10.53%;-9.44%;-42.73%
2014;-14.43%;0.38%;20.43%;-2.23%;-1.67%;-1.30%;3.50%;5.26%;-3.58%;-2.29%;5.87%;-12.93%;-7.13%
2015;-5.76%;14.28%;6.87%;9.56%;-2.95%;-4.56%;-8.22%;-6.94%;-9.94%;15.10%;-2.64%;-0.43%;0.25%
2016;-6.67%;-2.32%;7.59%;11.36%;-5.52%;6.34%;16.90%;-16.09%;9.14%;3.73%;-4.12%;-6.36%;9.42%
2017;7.31%;16.12%;3.45%;-0.25%;-7.10%;-4.52%;3.64%;23.37%;16.26%;-2.34%;-14.07%;5.62%;50.27%
2018;-3.79%;-4.06%;3.08%;-5.25%;-5.94%;-12.20%;11.35%;2.86%;-7.36%;16.91%;6.75%;5.18%;3.72%
2019;15.44%;3.83%;-7.09%;3.70%;0.65%;1.05%;19.09%;5.92%;5.05%;7.75%;4.54%;12.72%;97.63%
2020;4.89%;-13.16%;-41.76%;4.92%;-8.71%;12.05%;-2.84%;-4.76%;-10.22%;-2.99%;14.08%;11.12%;-41.82%
2021;-5.35%;-15.14%;17.46%;-5.93%;16.87%;-3.20%;-2.69%;-11.18%;-9.48%;-15.58%;7.19%;5.35%;-25.12%
2022;4.66%;-1.94%;4.09%;-8.82%;-6.73%;-17.09%;5.37%;4.21%;13.20%;9.20%;-17.58%;-5.03%;-19.96%
2023;5.88%;-5.16%;3.04%;5.91%;19.59%;13.75%;-1.38%;-1.15%;0.00%;0.00%;0.00%;0.00%;45.32%
