;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;10.00%;-23.26%;15.38%;0.00%;29.73%;55.11%;36.36%;10.00%;-9.09%;0.00%;-13.33%;-13.08%;101.34%
2001;6.20%;0.00%;-7.50%;34.92%;-5.77%;-8.16%;-3.33%;0.00%;0.00%;0.00%;9.20%;15.79%;40.18%
2002;4.55%;0.00%;12.17%;-6.98%;-10.00%;-12.04%;5.26%;-7.00%;-2.15%;7.69%;7.14%;30.48%;24.55%
2003;1.46%;-25.90%;32.04%;2.94%;25.71%;12.50%;0.51%;-5.03%;0.53%;15.79%;-9.09%;20.00%;75.18%
2004;20.83%;-3.45%;-0.00%;-14.29%;-6.67%;-1.79%;18.18%;31.92%;16.62%;-5.25%;2.90%;14.87%;86.67%
2005;-1.56%;13.38%;-2.00%;-22.45%;5.26%;-12.50%;-2.86%;-7.65%;-1.59%;-19.09%;-1.60%;-3.25%;-46.88%
2006;6.72%;-1.57%;-7.20%;-12.50%;0.99%;-8.78%;-1.07%;5.41%;3.08%;9.45%;-1.36%;-0.92%;-9.66%
2007;6.98%;-0.00%;52.17%;-2.00%;1.75%;0.29%;-4.29%;25.07%;-9.31%;-11.58%;-8.63%;-3.09%;38.37%
2008;-4.71%;-8.48%;-11.01%;3.46%;16.10%;-9.49%;-7.66%;-12.17%;-22.00%;-27.56%;-20.35%;11.11%;-65.78%
2009;-5.00%;2.05%;-6.25%;16.67%;25.71%;-0.76%;6.87%;65.04%;-0.43%;3.06%;-5.51%;-1.35%;123.19%
2010;-15.91%;-16.22%;-17.42%;-4.69%;-28.69%;-11.49%;-5.19%;8.22%;-5.06%;1.33%;-11.84%;4.48%;-68.18%
2011;-10.00%;-11.11%;-7.14%;1.92%;-3.77%;-1.96%;-0.00%;-10.00%;-4.44%;-2.33%;-7.14%;10.26%;-38.57%
2012;-6.98%;7.50%;2.33%;-2.27%;-11.63%;-0.00%;-5.26%;3.29%;18.92%;-4.55%;21.43%;-9.80%;7.50%
2013;2.17%;8.51%;11.76%;-9.33%;-1.96%;-16.00%;14.29%;4.17%;6.00%;-1.89%;13.46%;-0.00%;29.98%
2014;6.78%;-4.76%;-1.67%;-12.15%;2.00%;-0.00%;-0.00%;5.88%;-0.00%;-3.70%;1.92%;0.00%;-6.88%
2015;10.38%;-0.85%;-4.14%;2.66%;-1.46%;-3.90%;15.83%;-1.67%;0.00%;-8.47%;1.85%;7.09%;15.97%
2016;-5.09%;9.84%;2.61%;10.48%;3.42%;12.61%;1.03%;-11.34%;-0.43%;2.16%;-1.27%;7.30%;32.84%
2017;-3.47%;6.35%;9.74%;-0.83%;21.94%;4.28%;35.97%;8.97%;9.27%;9.08%;26.35%;1.65%;222.25%
2018;33.47%;31.19%;-0.34%;3.23%;44.87%;-13.76%;6.86%;5.05%;-16.26%;11.84%;3.81%;4.25%;156.07%
2019;-0.27%;5.59%;-1.49%;-0.34%;-5.45%;15.06%;-6.32%;-6.57%;1.30%;-5.44%;0.60%;18.23%;12.15%
2020;8.10%;-21.52%;-1.22%;-1.16%;-4.96%;7.73%;1.87%;19.63%;-5.48%;0.87%;14.21%;25.45%;41.19%
2021;7.93%;10.61%;9.23%;16.26%;27.07%;14.94%;-6.72%;3.98%;-12.47%;-5.85%;20.18%;15.07%;144.76%
2022;-9.89%;3.24%;3.75%;4.15%;4.20%;-11.66%;-2.16%;18.99%;-6.74%;8.06%;-3.95%;-3.49%;0.63%
2023;-5.31%;-3.66%;-11.33%;-4.27%;5.59%;12.60%;0.39%;-3.46%;1.95%;-9.44%;1.18%;6.27%;-11.41%
2024;-4.82%;-6.28%;0.11%;-7.61%;-4.63%;-5.01%;7.23%;-7.08%;-1.46%;-4.88%;16.61%;-7.23%;-24.48%
2025;4.98%;-6.21%;21.33%;-5.53%;10.82%;-5.89%;-4.25%;20.13%;0.00%;0.00%;0.00%;0.00%;35.39%
