;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;-0.60%;13.77%;5.26%;70.00%;0.00%;-0.59%;0.00%;9.47%;0.00%;0.00%;120.24%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-77.24%;150.00%;0.00%;0.00%;0.00%;-43.09%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;20.00%;0.00%;22.22%;0.00%;0.00%;0.00%;0.00%;46.67%
2005;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2006;0.00%;0.00%;0.00%;90.91%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-14.29%;63.64%
2007;2.78%;1.08%;0.00%;44.39%;48.15%;-1.25%;26.58%;-10.00%;-6.67%;7.14%;0.00%;-4.44%;138.89%
2008;-0.29%;1.61%;-22.25%;10.21%;-6.26%;-18.38%;-12.83%;-19.50%;-13.04%;-45.24%;-15.94%;-12.93%;-83.76%
2009;3.96%;14.29%;7.50%;24.81%;11.80%;-14.44%;7.14%;-4.85%;2.68%;-0.12%;18.01%;61.58%;203.96%
2010;-13.36%;-17.29%;21.73%;-5.15%;3.15%;-2.29%;19.92%;-2.28%;1.33%;-1.97%;27.52%;2.68%;27.10%
2011;12.76%;24.55%;-1.46%;-3.70%;1.92%;-9.43%;0.00%;-12.50%;-11.86%;-2.76%;-14.44%;0.65%;-20.55%
2012;12.26%;37.93%;0.00%;-16.67%;-5.00%;-5.26%;1.11%;6.04%;-6.74%;-5.56%;5.88%;0.00%;16.13%
2013;0.00%;25.00%;2.22%;2.61%;12.29%;-12.83%;0.04%;3.85%;0.00%;25.00%;19.60%;-16.28%;66.89%
2014;-10.52%;-10.71%;10.50%;14.63%;5.26%;-9.87%;-1.39%;5.49%;-6.67%;0.00%;7.14%;-9.33%;-9.45%
2015;8.53%;4.34%;0.00%;-30.13%;18.96%;7.50%;11.92%;0.00%;-64.68%;6.62%;0.00%;-48.28%;-77.94%
2016;-17.33%;81.45%;7.56%;22.73%;-12.46%;19.23%;-6.45%;-0.34%;6.92%;21.36%;-3.20%;-0.83%;140.00%
2017;-9.72%;24.31%;-9.90%;23.63%;-18.00%;8.94%;45.77%;14.33%;17.01%;-3.06%;-3.16%;7.74%;120.28%
2018;2.14%;-2.72%;3.43%;-0.49%;-19.85%;-9.38%;21.39%;-20.28%;-11.23%;10.67%;-7.50%;-15.25%;-44.64%
2019;36.67%;-23.67%;-7.86%;-2.84%;14.63%;7.87%;52.27%;0.13%;2.46%;-6.31%;18.73%;26.79%;154.44%
2020;25.34%;-1.36%;-61.77%;73.86%;35.08%;23.47%;27.50%;5.02%;-15.37%;-1.10%;3.44%;-8.96%;44.67%
2021;-9.10%;-19.20%;1.68%;-1.99%;9.72%;21.65%;-20.27%;-17.47%;-25.79%;-20.23%;-7.80%;-7.41%;-67.51%
2022;-10.10%;-19.70%;10.03%;-28.78%;5.72%;-38.85%;25.00%;34.17%;-0.93%;-1.88%;-30.35%;10.09%;-54.29%
2023;-0.00%;-19.58%;-2.59%;-2.13%;29.35%;-9.66%;0.47%;-41.20%;-42.52%;0.00%;0.00%;0.00%;-69.58%
