;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;40.00%;0.00%;19.05%;12.00%;0.00%;0.00%;-17.86%;30.43%;0.00%;0.00%;-100.00%;0.00%;-100.00%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;-16.67%;0.00%;0.00%;-4.00%;0.00%;0.00%;0.00%;-20.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2005;0.00%;0.00%;0.00%;0.00%;-16.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-16.67%
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2007;0.00%;0.00%;0.00%;0.00%;0.00%;350.00%;55.56%;7.07%;-13.08%;19.34%;-11.83%;27.64%;775.00%
2008;-2.86%;5.29%;-10.61%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;2.40%;0.00%;0.00%;-6.38%
2009;0.00%;0.00%;0.00%;18.75%;0.00%;-64.16%;17.47%;-2.87%;-4.63%;12.44%;-11.39%;7.14%;-50.56%
2010;5.33%;-10.76%;6.38%;0.00%;-2.67%;0.00%;0.00%;12.19%;-24.30%;12.90%;1.74%;6.06%;0.71%
2011;21.14%;-25.47%;0.00%;13.29%;-1.12%;0.00%;1.69%;-11.11%;0.00%;0.00%;12.50%;-16.67%;-14.29%
2012;10.00%;0.00%;-9.09%;0.00%;0.00%;-0.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-0.67%
2013;0.00%;0.00%;-26.17%;-9.09%;0.00%;13.00%;41.59%;0.00%;9.37%;8.25%;0.00%;0.00%;27.14%
2014;4.55%;16.85%;16.28%;-10.00%;37.78%;1.61%;0.00%;49.21%;0.00%;2.73%;0.00%;-14.89%;133.48%
2015;23.50%;0.00%;0.00%;7.29%;11.32%;0.00%;0.00%;0.00%;0.00%;2.16%;0.00%;0.00%;50.69%
2016;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;5.08%;0.00%;2.06%;0.00%;7.24%
2017;29.03%;-28.75%;0.00%;0.00%;14.74%;0.00%;-11.77%;0.00%;38.47%;0.00%;1.59%;0.00%;30.92%
2018;0.00%;0.00%;-12.14%;-0.28%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;2.19%;0.14%;-10.35%
2019;-0.29%;0.00%;0.00%;0.00%;0.00%;-7.01%;7.69%;14.29%;0.00%;0.00%;0.92%;0.00%;15.17%
2020;25.00%;-3.10%;-12.28%;0.00%;-6.82%;-4.67%;-16.69%;5.72%;-25.56%;1.01%;4.80%;10.50%;-27.63%
2021;45.42%;-9.03%;120.63%;-4.79%;-12.00%;-1.20%;0.07%;-3.36%;81.82%;-30.00%;18.11%;-24.88%;163.90%
2022;-19.74%;9.32%;-1.13%;-10.61%;7.77%;-12.52%;-6.43%;19.36%;-15.49%;10.08%;-8.58%;-10.69%;-37.97%
2023;1.98%;-3.12%;-5.67%;-6.83%;6.45%;9.98%;-3.02%;20.60%;10.43%;-1.92%;-7.04%;2.52%;22.71%
2024;12.84%;0.65%;1.12%;-17.61%;-3.27%;-1.49%;-6.06%;0.75%;5.44%;-0.71%;-7.87%;-3.19%;-20.32%
2025;16.47%;-6.67%;5.41%;-8.62%;1.12%;0.89%;-3.52%;-0.91%;0.00%;0.00%;0.00%;0.00%;2.12%
