;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-1.20%;-2.83%;10.42%;55.57%;-4.12%;2.15%;30.53%;11.13%;-8.56%;-11.11%;-15.18%;28.42%;107.40%
2001;6.56%;-0.77%;-1.55%;2.36%;-20.00%;7.50%;-6.98%;-7.69%;-10.62%;-3.26%;13.25%;-2.13%;-24.59%
2002;-2.17%;1.11%;-2.86%;-1.58%;-3.45%;-16.67%;-11.43%;-8.71%;-19.08%;13.54%;5.38%;9.49%;-34.78%
2003;-1.67%;-3.39%;14.39%;-11.04%;2.76%;-3.36%;0.00%;15.63%;5.11%;8.57%;14.47%;-2.53%;41.33%
2004;17.69%;-5.81%;0.64%;0.42%;-11.58%;2.38%;-1.86%;-1.66%;-1.45%;-4.65%;-2.56%;8.42%;-2.83%
2005;16.99%;26.56%;-11.48%;3.70%;-16.07%;-0.00%;8.51%;11.76%;10.35%;-3.02%;11.48%;4.41%;72.33%
2006;30.99%;23.66%;-4.35%;-15.00%;6.95%;2.00%;-0.00%;1.76%;1.16%;1.43%;2.82%;4.57%;61.27%
2007;-0.00%;7.25%;5.05%;17.44%;-14.85%;-7.02%;6.13%;-0.43%;-4.38%;2.31%;-11.09%;-2.49%;-6.11%
2008;-10.70%;20.83%;4.31%;-17.77%;7.54%;-5.61%;-4.95%;9.37%;-11.90%;-13.46%;13.68%;23.52%;4.56%
2009;-5.25%;5.63%;1.33%;8.90%;-5.36%;3.02%;6.57%;-2.33%;20.83%;-10.05%;5.88%;6.38%;37.23%
2010;-3.47%;0.74%;0.07%;-3.42%;-5.31%;5.61%;6.53%;7.57%;-11.10%;5.59%;0.39%;-0.07%;1.41%
2011;3.54%;4.51%;8.93%;3.60%;2.56%;3.87%;9.47%;-11.49%;4.52%;4.57%;-4.05%;5.29%;39.18%
2012;-1.51%;10.88%;5.95%;-6.14%;3.30%;9.82%;-0.21%;2.86%;-7.59%;0.41%;-5.24%;29.57%;44.07%
2013;-4.44%;0.00%;8.91%;10.72%;-10.00%;-9.07%;2.00%;-2.20%;-4.63%;3.51%;1.67%;4.61%;-1.24%
2014;14.33%;-21.70%;-1.20%;-3.09%;-1.40%;1.13%;-0.14%;4.73%;2.74%;-8.00%;6.35%;7.80%;-3.14%
2015;-9.48%;12.63%;2.68%;2.06%;-0.50%;0.39%;-4.08%;-4.90%;-8.71%;13.87%;-5.32%;-3.74%;-7.79%
2016;-9.17%;-4.28%;23.93%;2.67%;-0.88%;10.88%;14.75%;2.02%;-2.98%;-1.77%;-5.54%;11.09%;42.35%
2017;-4.58%;-1.99%;2.20%;2.66%;0.06%;-1.49%;4.00%;7.98%;3.83%;-2.61%;1.05%;3.07%;14.37%
2018;-2.90%;11.36%;-7.11%;2.38%;-7.99%;-7.48%;5.32%;-12.32%;-1.96%;9.99%;0.56%;2.00%;-10.60%
2019;4.77%;9.37%;-4.91%;3.03%;5.17%;7.90%;0.68%;1.16%;-0.13%;4.98%;-0.00%;-0.94%;34.76%
2020;-0.02%;0.62%;-23.08%;6.73%;4.34%;10.66%;16.69%;-7.53%;-2.60%;-0.32%;-6.37%;7.33%;0.40%
2021;-7.85%;-9.26%;11.20%;6.85%;-0.78%;7.11%;-1.82%;0.17%;-3.65%;-8.84%;7.45%;5.62%;3.49%
2022;-7.04%;7.15%;-7.16%;1.51%;-7.08%;-2.08%;-2.93%;-3.81%;1.11%;-5.31%;2.11%;3.59%;-19.24%
2023;-3.79%;4.96%;-2.00%;12.81%;3.20%;11.43%;-8.96%;-15.30%;-0.05%;-9.88%;8.14%;0.49%;-3.10%
2024;-7.60%;6.48%;-12.97%;-7.08%;-4.30%;-4.67%;0.13%;5.42%;-16.87%;0.52%;-7.37%;0.68%;-40.30%
2025;-1.07%;2.97%;-2.89%;5.98%;7.28%;0.19%;4.91%;1.88%;0.00%;0.00%;0.00%;0.00%;20.43%
