;Date;Close;High;Low;Open;Volume;Retornos
0;2023-11-27;4550.43017578125;4560.52001953125;4546.31982421875;4554.85986328125;3403990000;
1;2023-11-28;4554.89013671875;4568.14013671875;4540.509765625;4545.5498046875;3586240000;0.1
2;2023-11-29;4550.580078125;4587.64013671875;4547.14990234375;4571.83984375;4418760000;-0.09
3;2023-11-30;4567.7998046875;4569.89013671875;4537.240234375;4554.8701171875;5399300000;0.38
4;2023-12-01;4594.6298828125;4599.39013671875;4554.7099609375;4559.43017578125;4397120000;0.59
5;2023-12-04;4569.77978515625;4572.3701171875;4546.72021484375;4564.3701171875;4369910000;-0.54
6;2023-12-05;4567.18017578125;4578.56005859375;4551.68017578125;4557.25;3909950000;-0.06
7;2023-12-06;4549.33984375;4590.740234375;4546.5;4586.22998046875;4245680000;-0.39
8;2023-12-07;4585.58984375;4590.919921875;4565.22021484375;4568.83984375;3818880000;0.8
9;2023-12-08;4604.3701171875;4609.22998046875;4574.06005859375;4576.2001953125;3707010000;0.41
10;2023-12-11;4622.43994140625;4623.7099609375;4593.39013671875;4593.39013671875;3823210000;0.39
11;2023-12-12;4643.7001953125;4643.93017578125;4608.08984375;4618.2998046875;3808380000;0.46
12;2023-12-13;4707.08984375;4709.68994140625;4643.22998046875;4646.2001953125;5063650000;1.37
13;2023-12-14;4719.5498046875;4738.56982421875;4694.33984375;4721.0400390625;6314040000;0.26
14;2023-12-15;4719.18994140625;4725.52978515625;4704.68994140625;4714.22998046875;8218980000;-0.01
15;2023-12-18;4740.56005859375;4749.52001953125;4725.580078125;4725.580078125;4060340000;0.45
16;2023-12-19;4768.3701171875;4768.68994140625;4743.72021484375;4743.72021484375;4026970000;0.59
17;2023-12-20;4698.35009765625;4778.009765625;4697.81982421875;4764.72998046875;4201320000;-1.47
18;2023-12-21;4746.75;4748.7099609375;4708.35009765625;4724.2900390625;3431180000;1.03
19;2023-12-22;4754.6298828125;4772.93994140625;4736.77001953125;4753.919921875;3046770000;0.17
20;2023-12-26;4774.75;4784.72021484375;4758.4501953125;4758.85986328125;2513910000;0.42
21;2023-12-27;4781.580078125;4785.39013671875;4768.89990234375;4773.4501953125;2748450000;0.14
22;2023-12-28;4783.35009765625;4793.2998046875;4780.97998046875;4786.43994140625;2698860000;0.04
23;2023-12-29;4769.830078125;4788.43017578125;4751.990234375;4782.8798828125;3126060000;-0.28
24;2024-01-02;4742.830078125;4754.330078125;4722.669921875;4745.2001953125;3743050000;-0.57
25;2024-01-03;4704.81005859375;4729.2900390625;4699.7099609375;4725.06982421875;3950760000;-0.8
26;2024-01-04;4688.68017578125;4726.77978515625;4687.52978515625;4697.419921875;3715480000;-0.34
27;2024-01-05;4697.240234375;4721.490234375;4682.10986328125;4690.56982421875;3844370000;0.18
28;2024-01-08;4763.5400390625;4764.5400390625;4699.81982421875;4703.7001953125;3742320000;1.41
29;2024-01-09;4756.5;4765.47021484375;4730.35009765625;4741.93017578125;3529960000;-0.15
30;2024-01-10;4783.4501953125;4790.7998046875;4756.2001953125;4759.93994140625;3498680000;0.57
31;2024-01-11;4780.240234375;4798.5;4739.580078125;4792.1298828125;3759890000;-0.07
32;2024-01-12;4783.830078125;4802.39990234375;4768.97998046875;4791.18017578125;3486340000;0.08
33;2024-01-16;4765.97998046875;4782.33984375;4747.1201171875;4772.35009765625;4260550000;-0.37
34;2024-01-17;4739.2099609375;4744.22998046875;4714.81982421875;4739.1298828125;3928600000;-0.56
35;2024-01-18;4780.93994140625;4785.7900390625;4740.56982421875;4760.10009765625;4019000000;0.88
36;2024-01-19;4839.81005859375;4842.06982421875;4785.8701171875;4796.27978515625;4287200000;1.23
37;2024-01-22;4850.43017578125;4868.41015625;4844.0498046875;4853.419921875;4297610000;0.22
38;2024-01-23;4864.60009765625;4866.47998046875;4844.3701171875;4856.7998046875;3912800000;0.29
39;2024-01-24;4868.5498046875;4903.68017578125;4865.93994140625;4888.56005859375;4330030000;0.08
40;2024-01-25;4894.16015625;4898.14990234375;4869.33984375;4886.66015625;4020430000;0.53
41;2024-01-26;4890.97021484375;4906.68994140625;4881.47021484375;4888.91015625;3353400000;-0.07
42;2024-01-29;4927.93017578125;4929.31005859375;4887.39990234375;4892.9501953125;3525160000;0.76
43;2024-01-30;4924.97021484375;4931.08984375;4916.27001953125;4925.89013671875;3836130000;-0.06
44;2024-01-31;4845.64990234375;4906.75;4845.14990234375;4899.18994140625;4696120000;-1.61
45;2024-02-01;4906.18994140625;4906.97021484375;4853.52001953125;4861.10986328125;4386090000;1.25
46;2024-02-02;4958.60986328125;4975.2900390625;4907.990234375;4916.06005859375;3974350000;1.07
47;2024-02-05;4942.81005859375;4957.18994140625;4918.08984375;4957.18994140625;4023640000;-0.32
48;2024-02-06;4954.22998046875;4957.77001953125;4934.8798828125;4950.16015625;4440880000;0.23
49;2024-02-07;4995.06005859375;4999.89013671875;4969.0498046875;4973.0498046875;4895590000;0.82
50;2024-02-08;4997.91015625;5000.39990234375;4987.08984375;4995.16015625;4341860000;0.06
51;2024-02-09;5026.60986328125;5030.06005859375;5000.33984375;5004.169921875;3912990000;0.57
52;2024-02-12;5021.83984375;5048.39013671875;5016.830078125;5026.830078125;3805740000;-0.09
53;2024-02-13;4953.169921875;4971.2998046875;4920.31005859375;4967.93994140625;4302190000;-1.37
54;2024-02-14;5000.6201171875;5002.52001953125;4956.4501953125;4976.43994140625;3845600000;0.96
55;2024-02-15;5029.72998046875;5032.72021484375;4999.43994140625;5003.14013671875;4137970000;0.58
56;2024-02-16;5005.56982421875;5038.7001953125;4999.52001953125;5031.1298828125;3833270000;-0.48
57;2024-02-20;4975.509765625;4993.7099609375;4955.02001953125;4989.31982421875;4034880000;-0.6
58;2024-02-21;4981.7998046875;4983.2099609375;4946.0;4963.02978515625;3788390000;0.13
59;2024-02-22;5087.02978515625;5094.39013671875;5038.830078125;5038.830078125;4051710000;2.11
60;2024-02-23;5088.7998046875;5111.06005859375;5081.4599609375;5100.919921875;3672790000;0.03
61;2024-02-26;5069.52978515625;5097.66015625;5068.91015625;5093.0;3683930000;-0.38
62;2024-02-27;5078.18017578125;5080.68994140625;5057.2900390625;5074.60009765625;3925950000;0.17
63;2024-02-28;5069.759765625;5077.3701171875;5058.35009765625;5067.2001953125;3789370000;-0.17
64;2024-02-29;5096.27001953125;5104.990234375;5061.89013671875;5085.35986328125;5219740000;0.52
65;2024-03-01;5137.080078125;5140.330078125;5094.16015625;5098.509765625;4748110000;0.8
66;2024-03-04;5130.9501953125;5149.669921875;5127.18017578125;5130.990234375;4758440000;-0.12
67;2024-03-05;5078.64990234375;5114.5400390625;5056.81982421875;5110.52001953125;4418410000;-1.02
68;2024-03-06;5104.759765625;5127.97021484375;5092.22021484375;5108.02978515625;4559050000;0.51
69;2024-03-07;5157.35986328125;5165.6201171875;5128.2099609375;5132.3798828125;4137980000;1.03
70;2024-03-08;5123.68994140625;5189.259765625;5117.5;5164.4599609375;4208870000;-0.65
71;2024-03-11;5117.93994140625;5124.66015625;5091.14013671875;5111.9599609375;3896430000;-0.11
72;2024-03-12;5175.27001953125;5179.8701171875;5114.47998046875;5134.2998046875;4080510000;1.12
73;2024-03-13;5165.31005859375;5179.14013671875;5151.8798828125;5173.490234375;4282890000;-0.19
74;2024-03-14;5150.47998046875;5176.85009765625;5123.2998046875;5175.14013671875;4687970000;-0.29
75;2024-03-15;5117.08984375;5136.85986328125;5104.35009765625;5123.31005859375;7753670000;-0.65
76;2024-03-18;5149.419921875;5175.60009765625;5145.47021484375;5154.77001953125;4036220000;0.63
